year,State_from,State_to,estimate,MOE
2013,Minnesota,South Dakota,5375,1293
2013,Minnesota,Tennessee,1669,1012
2013,Minnesota,Texas,6721,2431
2013,Minnesota,Utah,587,430
2013,Minnesota,Vermont,9,17
2013,Minnesota,Virginia,1337,734
2013,Minnesota,Washington,3477,1320
2013,Minnesota,West Virginia,232,273
2013,Minnesota,Wisconsin,15722,2601
2013,Minnesota,Wyoming,399,463
2013,Mississippi,Alabama,7706,2173
2013,Mississippi,Alaska,140,152
2013,Mississippi,Arizona,500,287
2013,Mississippi,Arkansas,1422,662
2013,Mississippi,California,2450,1131
2013,Mississippi,Colorado,1168,864
2013,Mississippi,Connecticut,57,125
2013,Mississippi,Delaware,404,577
2013,Mississippi,Florida,6919,3309
2013,Mississippi,Georgia,5746,2225
2013,Mississippi,Hawaii,101,136
2013,Mississippi,Idaho,416,662
2013,Mississippi,Illinois,1131,555
2013,Mississippi,Indiana,778,431
2013,Mississippi,Iowa,133,119
2013,Mississippi,Kansas,94,120
2013,Mississippi,Kentucky,1711,1169
2013,Mississippi,Louisiana,8326,2322
2013,Mississippi,Maine,0,208
2013,Mississippi,Maryland,810,789
2013,Mississippi,Massachusetts,475,547
2013,Mississippi,Michigan,396,290
2013,Mississippi,Minnesota,191,172
2013,Mississippi,Missouri,759,630
2013,Mississippi,Montana,25,41
2013,Mississippi,Nevada,336,281
2013,Mississippi,New Hampshire,0,208
2013,Mississippi,New Jersey,108,125
2013,Mississippi,New Mexico,184,240
2013,Mississippi,New York,702,471
2013,Mississippi,North Carolina,1661,799
2013,Mississippi,North Dakota,309,277
2013,Mississippi,Ohio,1354,934
2013,Mississippi,Oklahoma,1950,1246
2013,Mississippi,Oregon,926,989
2013,Mississippi,Pennsylvania,329,254
2013,Mississippi,Rhode Island,387,459
2013,Mississippi,South Carolina,1274,689
2013,Mississippi,South Dakota,0,208
2013,Mississippi,Tennessee,11146,3321
2013,Mississippi,Texas,7023,2434
2013,Mississippi,Utah,510,658
2013,Mississippi,Vermont,53,68
2013,Mississippi,Virginia,1233,844
2013,Mississippi,Washington,539,564
2013,Mississippi,West Virginia,0,208
2013,Mississippi,Wisconsin,477,438
2013,Mississippi,Wyoming,0,208
2013,Missouri,Alabama,1501,982
2013,Missouri,Alaska,876,683
2013,Missouri,Arizona,2768,1118
2013,Missouri,Arkansas,5273,1809
2013,Missouri,California,7146,2024
2013,Missouri,Colorado,6317,2285
2013,Missouri,Connecticut,339,239
2013,Missouri,Delaware,477,415
2013,Missouri,Florida,10754,2720
2013,Missouri,Georgia,1944,840
2013,Missouri,Hawaii,1032,752
2013,Missouri,Idaho,372,445
2013,Missouri,Illinois,12589,2120
2013,Missouri,Indiana,2274,1112
2013,Missouri,Iowa,3625,986
2013,Missouri,Kansas,25100,4134
2013,Missouri,Kentucky,1921,1023
2013,Missouri,Louisiana,1560,734
2013,Missouri,Maine,185,240
2013,Missouri,Maryland,762,584
2013,Missouri,Massachusetts,498,341
2013,Missouri,Michigan,1578,761
2013,Missouri,Minnesota,1355,543
2013,Missouri,Mississippi,839,461
2013,Missouri,Montana,345,276
2013,Missouri,Nevada,696,507
2013,Missouri,New Hampshire,8,16
2013,Missouri,New Jersey,1068,801
2013,Missouri,New Mexico,1399,833
2013,Missouri,New York,2058,712
2013,Missouri,North Carolina,1207,581
2013,Missouri,North Dakota,492,356
2013,Missouri,Ohio,1370,582
2013,Missouri,Oklahoma,4330,1605
2013,Missouri,Oregon,558,365
2013,Missouri,Pennsylvania,2151,931
2013,Missouri,Rhode Island,23,33
2013,Missouri,South Carolina,1795,764
2013,Missouri,South Dakota,82,107
2013,Missouri,Tennessee,3539,1091
2013,Missouri,Texas,13310,2677
2013,Missouri,Utah,1825,898
2013,Missouri,Vermont,176,205
2013,Missouri,Virginia,2811,994
2013,Missouri,Washington,3420,1023
2013,Missouri,West Virginia,153,190
2013,Missouri,Wisconsin,1089,564
2013,Missouri,Wyoming,1274,1421
2013,Montana,Alabama,537,527
2013,Montana,Alaska,195,193
2013,Montana,Arizona,2087,1130
2013,Montana,Arkansas,41,71
2013,Montana,California,3147,1095
2013,Montana,Colorado,2636,1073
2013,Montana,Connecticut,60,101
2013,Montana,Delaware,0,165
2013,Montana,Florida,576,426
2013,Montana,Georgia,170,164
2013,Montana,Hawaii,0,165
2013,Montana,Idaho,2719,1286
2013,Montana,Illinois,67,112
2013,Montana,Indiana,206,312
2013,Montana,Iowa,0,165
2013,Montana,Kansas,333,305
2013,Montana,Kentucky,0,165
2013,Montana,Louisiana,339,379
2013,Montana,Maine,295,269
2013,Montana,Maryland,0,165
2013,Montana,Massachusetts,0,165
2013,Montana,Michigan,171,155
2013,Montana,Minnesota,693,493
2013,Montana,Mississippi,105,105
2013,Montana,Missouri,764,668
2013,Montana,Nevada,1098,1065
2013,Montana,New Hampshire,285,371
2013,Montana,New Jersey,81,110
2013,Montana,New Mexico,49,74
2013,Montana,New York,0,165
2013,Montana,North Carolina,750,622
2013,Montana,North Dakota,1563,789
2013,Montana,Ohio,465,302
2013,Montana,Oklahoma,287,270
2013,Montana,Oregon,2889,1930
2013,Montana,Pennsylvania,201,175
2013,Montana,Rhode Island,0,165
2013,Montana,South Carolina,0,165
2013,Montana,South Dakota,344,324
2013,Montana,Tennessee,40,67
2013,Montana,Texas,649,548
2013,Montana,Utah,1080,605
2013,Montana,Vermont,345,361
2013,Montana,Virginia,404,322
2013,Montana,Washington,3134,1102
2013,Montana,West Virginia,64,117
2013,Montana,Wisconsin,583,572
2013,Montana,Wyoming,1612,952
2013,Nebraska,Alabama,173,189
2013,Nebraska,Alaska,0,157
2013,Nebraska,Arizona,2749,1628
2013,Nebraska,Arkansas,137,229
2013,Nebraska,California,1262,630
2013,Nebraska,Colorado,3457,1147
2013,Nebraska,Connecticut,0,157
2013,Nebraska,Delaware,131,214
2013,Nebraska,Florida,2228,1139
2013,Nebraska,Georgia,525,579
2013,Nebraska,Hawaii,27,45
2013,Nebraska,Idaho,384,306
2013,Nebraska,Illinois,1560,848
2013,Nebraska,Indiana,241,315
2013,Nebraska,Iowa,6466,1894
2013,Nebraska,Kansas,3111,975
2013,Nebraska,Kentucky,670,703
2013,Nebraska,Louisiana,364,325
2013,Nebraska,Maine,242,403
2013,Nebraska,Maryland,111,190
2013,Nebraska,Massachusetts,16,26
2013,Nebraska,Michigan,726,368
2013,Nebraska,Minnesota,1092,473
2013,Nebraska,Mississippi,304,449
2013,Nebraska,Missouri,3529,1762
2013,Nebraska,Montana,212,225
2013,Nebraska,Nevada,1112,852
2013,Nebraska,New Hampshire,74,126
2013,Nebraska,New Jersey,328,350
2013,Nebraska,New Mexico,256,266
2013,Nebraska,New York,280,206
2013,Nebraska,North Carolina,648,506
2013,Nebraska,North Dakota,289,207
2013,Nebraska,Ohio,383,509
2013,Nebraska,Oklahoma,1232,917
2013,Nebraska,Oregon,1011,804
2013,Nebraska,Pennsylvania,302,227
2013,Nebraska,Rhode Island,491,787
2013,Nebraska,South Carolina,397,368
2013,Nebraska,South Dakota,2971,962
2013,Nebraska,Tennessee,99,147
2013,Nebraska,Texas,3947,1654
2013,Nebraska,Utah,786,1127
2013,Nebraska,Vermont,200,198
2013,Nebraska,Virginia,819,964
2013,Nebraska,Washington,1353,756
2013,Nebraska,West Virginia,176,270
2013,Nebraska,Wisconsin,345,277
2013,Nebraska,Wyoming,517,515
2013,Nevada,Alabama,569,531
2013,Nevada,Alaska,469,302
2013,Nevada,Arizona,9442,2867
2013,Nevada,Arkansas,348,386
2013,Nevada,California,29897,4278
2013,Nevada,Colorado,2498,1195
2013,Nevada,Connecticut,122,154
2013,Nevada,Delaware,0,206
2013,Nevada,Florida,3508,1554
2013,Nevada,Georgia,879,556
2013,Nevada,Hawaii,1439,850
2013,Nevada,Idaho,2563,1125
2013,Nevada,Illinois,2357,1007
2013,Nevada,Indiana,1374,1077
2013,Nevada,Iowa,532,413
2013,Nevada,Kansas,628,425
2013,Nevada,Kentucky,86,97
2013,Nevada,Louisiana,741,420
2013,Nevada,Maine,113,186
2013,Nevada,Maryland,280,243
2013,Nevada,Massachusetts,601,550
2013,Nevada,Michigan,1591,851
2013,Nevada,Minnesota,1141,559
2013,Nevada,Mississippi,429,465
2013,Nevada,Missouri,1377,649
2013,Nevada,Montana,771,394
2013,Nevada,New Hampshire,148,110
2013,Nevada,New Jersey,951,547
2013,Nevada,New Mexico,1144,608
2013,Nevada,New York,1692,1175
2013,Nevada,North Carolina,2165,1189
2013,Nevada,North Dakota,297,291
2013,Nevada,Ohio,1030,710
2013,Nevada,Oklahoma,1153,768
2013,Nevada,Oregon,2513,1166
2013,Nevada,Pennsylvania,595,409
2013,Nevada,Rhode Island,0,206
2013,Nevada,South Carolina,742,505
2013,Nevada,South Dakota,578,439
2013,Nevada,Tennessee,966,764
2013,Nevada,Texas,9526,3773
2013,Nevada,Utah,7708,3673
2013,Nevada,Vermont,152,207
2013,Nevada,Virginia,637,478
2013,Nevada,Washington,3772,1405
2013,Nevada,West Virginia,10,18
2013,Nevada,Wisconsin,898,627
2013,Nevada,Wyoming,42,57
2013,New Hampshire,Alabama,0,185
2013,New Hampshire,Alaska,16,34
2013,New Hampshire,Arizona,462,536
2013,New Hampshire,Arkansas,361,494
2013,New Hampshire,California,1198,1045
2013,New Hampshire,Colorado,536,764
2013,New Hampshire,Connecticut,2547,1095
2013,New Hampshire,Delaware,0,185
2013,New Hampshire,Florida,4987,1500
2013,New Hampshire,Georgia,293,255
2013,New Hampshire,Hawaii,98,166
2013,New Hampshire,Idaho,0,185
2013,New Hampshire,Illinois,325,407
2013,New Hampshire,Indiana,240,201
2013,New Hampshire,Iowa,0,185
2013,New Hampshire,Kansas,222,204
2013,New Hampshire,Kentucky,222,342
2013,New Hampshire,Louisiana,0,185
2013,New Hampshire,Maine,4489,1715
2013,New Hampshire,Maryland,108,127
2013,New Hampshire,Massachusetts,12184,2976
2013,New Hampshire,Michigan,339,247
2013,New Hampshire,Minnesota,0,185
2013,New Hampshire,Mississippi,40,85
2013,New Hampshire,Missouri,300,326
2013,New Hampshire,Montana,386,458
2013,New Hampshire,Nevada,360,404
2013,New Hampshire,New Jersey,848,467
2013,New Hampshire,New Mexico,78,131
2013,New Hampshire,New York,2212,855
2013,New Hampshire,North Carolina,1923,1130
2013,New Hampshire,North Dakota,49,82
2013,New Hampshire,Ohio,745,802
2013,New Hampshire,Oklahoma,298,296
2013,New Hampshire,Oregon,0,185
2013,New Hampshire,Pennsylvania,906,623
2013,New Hampshire,Rhode Island,1037,615
2013,New Hampshire,South Carolina,1283,635
2013,New Hampshire,South Dakota,22,35
2013,New Hampshire,Tennessee,475,458
2013,New Hampshire,Texas,1449,886
2013,New Hampshire,Utah,0,185
2013,New Hampshire,Vermont,3584,1109
2013,New Hampshire,Virginia,449,273
2013,New Hampshire,Washington,297,281
2013,New Hampshire,West Virginia,328,459
2013,New Hampshire,Wisconsin,215,238
2013,New Hampshire,Wyoming,0,185
2013,New Jersey,Alabama,743,352
2013,New Jersey,Alaska,233,171
2013,New Jersey,Arizona,3817,1606
2013,New Jersey,Arkansas,437,289
2013,New Jersey,California,10498,2475
2013,New Jersey,Colorado,1426,640
2013,New Jersey,Connecticut,5504,1596
2013,New Jersey,Delaware,4520,1272
2013,New Jersey,Florida,30914,4603
2013,New Jersey,Georgia,4664,1390
2013,New Jersey,Hawaii,52,81
2013,New Jersey,Idaho,0,200
2013,New Jersey,Illinois,3533,1471
2013,New Jersey,Indiana,549,607
2013,New Jersey,Iowa,323,250
2013,New Jersey,Kansas,663,394
2013,New Jersey,Kentucky,140,133
2013,New Jersey,Louisiana,255,205
2013,New Jersey,Maine,677,537
2013,New Jersey,Maryland,8317,1742
2013,New Jersey,Massachusetts,5991,1476
2013,New Jersey,Michigan,1608,663
2013,New Jersey,Minnesota,951,674
2013,New Jersey,Mississippi,139,150
2013,New Jersey,Missouri,1572,786
2013,New Jersey,Montana,131,161
2013,New Jersey,Nevada,502,331
2013,New Jersey,New Hampshire,803,502
2013,New Jersey,New Mexico,513,387
2013,New Jersey,New York,29210,3440
2013,New Jersey,North Carolina,7690,1944
2013,New Jersey,North Dakota,124,132
2013,New Jersey,Ohio,3181,1093
2013,New Jersey,Oklahoma,102,126
2013,New Jersey,Oregon,823,548
2013,New Jersey,Pennsylvania,36413,3204
2013,New Jersey,Rhode Island,1696,733
2013,New Jersey,South Carolina,6386,1930
2013,New Jersey,South Dakota,26,35
2013,New Jersey,Tennessee,1352,766
2013,New Jersey,Texas,8689,2159
2013,New Jersey,Utah,434,412
2013,New Jersey,Vermont,558,232
2013,New Jersey,Virginia,9152,2381
2013,New Jersey,Washington,2121,980
2013,New Jersey,West Virginia,1527,895
2013,New Jersey,Wisconsin,976,547
2013,New Jersey,Wyoming,0,200
2013,New Mexico,Alabama,1838,1580
2013,New Mexico,Alaska,620,509
2013,New Mexico,Arizona,6526,1994
2013,New Mexico,Arkansas,209,199
2013,New Mexico,California,6290,1344
2013,New Mexico,Colorado,5968,1603
2013,New Mexico,Connecticut,197,322
2013,New Mexico,Delaware,258,254
2013,New Mexico,Florida,2164,921
2013,New Mexico,Georgia,913,541
2013,New Mexico,Hawaii,296,317
2013,New Mexico,Idaho,860,1111
2013,New Mexico,Illinois,2335,1664
2013,New Mexico,Indiana,15,29
2013,New Mexico,Iowa,360,411
2013,New Mexico,Kansas,407,256
2013,New Mexico,Kentucky,868,1169
2013,New Mexico,Louisiana,276,200
2013,New Mexico,Maine,0,195
2013,New Mexico,Maryland,309,300
2013,New Mexico,Massachusetts,459,290
2013,New Mexico,Michigan,1549,645
2013,New Mexico,Minnesota,811,758
2013,New Mexico,Mississippi,285,342
2013,New Mexico,Missouri,1726,1413
2013,New Mexico,Montana,564,490
2013,New Mexico,Nevada,2340,1325
2013,New Mexico,New Hampshire,27,45
2013,New Mexico,New Jersey,103,164
2013,New Mexico,New York,1723,1545
2013,New Mexico,North Carolina,1143,736
2013,New Mexico,North Dakota,81,70
2013,New Mexico,Ohio,1208,1046
2013,New Mexico,Oklahoma,1408,883
2013,New Mexico,Oregon,2203,1242
2013,New Mexico,Pennsylvania,383,312
2013,New Mexico,Rhode Island,0,195
2013,New Mexico,South Carolina,345,315
2013,New Mexico,South Dakota,65,81
2013,New Mexico,Tennessee,60,79
2013,New Mexico,Texas,22695,5753
2013,New Mexico,Utah,1470,666
2013,New Mexico,Vermont,110,178
2013,New Mexico,Virginia,676,457
2013,New Mexico,Washington,1420,771
2013,New Mexico,West Virginia,271,440
2013,New Mexico,Wisconsin,692,467
2013,New Mexico,Wyoming,199,282
2013,New York,Alabama,2735,912
2013,New York,Alaska,694,480
2013,New York,Arizona,6846,2186
2013,New York,Arkansas,1034,673
2013,New York,California,30704,3551
2013,New York,Colorado,7848,2055
2013,New York,Connecticut,23051,4261
2013,New York,Delaware,3527,1445
2013,New York,Florida,55419,5760
2013,New York,Georgia,16217,3111
2013,New York,Hawaii,2987,1271
2013,New York,Idaho,268,272
2013,New York,Illinois,8508,1592
2013,New York,Indiana,2153,1010
2013,New York,Iowa,340,250
2013,New York,Kansas,800,583
2013,New York,Kentucky,2681,1297
2013,New York,Louisiana,1762,630
2013,New York,Maine,1577,636
2013,New York,Maryland,13454,3124
2013,New York,Massachusetts,16555,2587
2013,New York,Michigan,4727,1490
2013,New York,Minnesota,2979,1080
2013,New York,Mississippi,302,241
2013,New York,Missouri,2968,1147
2013,New York,Montana,421,449
2013,New York,Nevada,3343,1498
2013,New York,New Hampshire,1877,611
2013,New York,New Jersey,48078,5495
2013,New York,New Mexico,323,307
2013,New York,North Carolina,22751,3821
2013,New York,North Dakota,141,154
2013,New York,Ohio,8011,2133
2013,New York,Oklahoma,1655,698
2013,New York,Oregon,2951,1729
2013,New York,Pennsylvania,33475,4246
2013,New York,Rhode Island,3856,1030
2013,New York,South Carolina,8362,1822
2013,New York,South Dakota,159,112
2013,New York,Tennessee,2937,1235
2013,New York,Texas,19935,4228
2013,New York,Utah,2676,2092
2013,New York,Vermont,3019,1038
2013,New York,Virginia,14647,3044
2013,New York,Washington,3728,1076
2013,New York,West Virginia,1197,555
2013,New York,Wisconsin,1056,486
2013,New York,Wyoming,1564,808
2013,North Carolina,Alabama,5663,2370
2013,North Carolina,Alaska,2744,1781
2013,North Carolina,Arizona,2583,1073
2013,North Carolina,Arkansas,542,481
2013,North Carolina,California,10858,2456
2013,North Carolina,Colorado,4858,1748
2013,North Carolina,Connecticut,1806,1090
2013,North Carolina,Delaware,1374,884
2013,North Carolina,Florida,29097,5326
2013,North Carolina,Georgia,19781,4329
2013,North Carolina,Hawaii,2004,845
2013,North Carolina,Idaho,0,201
2013,North Carolina,Illinois,5744,1952
2013,North Carolina,Indiana,2931,1031
2013,North Carolina,Iowa,1125,616
2013,North Carolina,Kansas,1533,901
2013,North Carolina,Kentucky,2337,1288
2013,North Carolina,Louisiana,2075,1451
2013,North Carolina,Maine,954,596
2013,North Carolina,Maryland,8287,2491
2013,North Carolina,Massachusetts,4112,1867
2013,North Carolina,Michigan,3157,1126
2013,North Carolina,Minnesota,1711,683
2013,North Carolina,Mississippi,1008,575
2013,North Carolina,Missouri,5303,2033
2013,North Carolina,Montana,1217,711
2013,North Carolina,Nevada,761,464
2013,North Carolina,New Hampshire,666,643
2013,North Carolina,New Jersey,3102,1376
2013,North Carolina,New Mexico,1030,874
2013,North Carolina,New York,10866,2636
2013,North Carolina,North Dakota,45,73
2013,North Carolina,Ohio,11127,5317
2013,North Carolina,Oklahoma,4120,1640
2013,North Carolina,Oregon,779,454
2013,North Carolina,Pennsylvania,7480,1856
2013,North Carolina,Rhode Island,740,589
2013,North Carolina,South Carolina,23792,4731
2013,North Carolina,South Dakota,460,482
2013,North Carolina,Tennessee,9730,2652
2013,North Carolina,Texas,14589,3314
2013,North Carolina,Utah,779,415
2013,North Carolina,Vermont,553,289
2013,North Carolina,Virginia,22524,3294
2013,North Carolina,Washington,4541,2144
2013,North Carolina,West Virginia,2230,819
2013,North Carolina,Wisconsin,2250,851
2013,North Carolina,Wyoming,512,779
2013,North Dakota,Alabama,148,168
2013,North Dakota,Alaska,95,162
2013,North Dakota,Arizona,906,764
2013,North Dakota,Arkansas,0,149
2013,North Dakota,California,710,453
2013,North Dakota,Colorado,974,595
2013,North Dakota,Connecticut,0,149
2013,North Dakota,Delaware,0,149
2013,North Dakota,Florida,50,81
2013,North Dakota,Georgia,0,149
2013,North Dakota,Hawaii,0,149
2013,North Dakota,Idaho,377,340
2013,North Dakota,Illinois,214,277
2013,North Dakota,Indiana,0,149
2013,North Dakota,Iowa,1527,851
2013,North Dakota,Kansas,103,122
2013,North Dakota,Kentucky,0,149
2013,North Dakota,Louisiana,373,408
2013,North Dakota,Maine,0,149
2013,North Dakota,Maryland,0,149
2013,North Dakota,Massachusetts,69,87
2013,North Dakota,Michigan,1085,782
2013,North Dakota,Minnesota,10312,2090
2013,North Dakota,Mississippi,0,149
2013,North Dakota,Missouri,288,239
2013,North Dakota,Montana,2494,1090
2013,North Dakota,Nevada,236,320
2013,North Dakota,New Hampshire,0,149
2013,North Dakota,New Jersey,0,149
2013,North Dakota,New Mexico,11,21
2013,North Dakota,New York,119,162
2013,North Dakota,North Carolina,0,149
2013,North Dakota,Ohio,34,56
2013,North Dakota,Oklahoma,166,221
2013,North Dakota,Oregon,1154,999
2013,North Dakota,Pennsylvania,464,485
2013,North Dakota,Rhode Island,0,149
2013,North Dakota,South Carolina,46,74
2013,North Dakota,South Dakota,2916,1247
2013,North Dakota,Tennessee,58,69
2013,North Dakota,Texas,1062,479
2013,North Dakota,Utah,217,212
2013,North Dakota,Vermont,0,149
2013,North Dakota,Virginia,1651,1755
2013,North Dakota,Washington,551,372
2013,North Dakota,West Virginia,0,149
2013,North Dakota,Wisconsin,881,420
2013,North Dakota,Wyoming,139,202
2013,Ohio,Alabama,3678,1931
2013,Ohio,Alaska,734,464
2013,Ohio,Arizona,3692,1018
2013,Ohio,Arkansas,1836,1265
2013,Ohio,California,6742,1469
2013,Ohio,Colorado,4566,1308
2013,Ohio,Connecticut,1156,1056
2013,Ohio,Delaware,453,315
2013,Ohio,Florida,22597,3639
2013,Ohio,Georgia,9980,2375
2013,Ohio,Hawaii,647,376
2013,Ohio,Idaho,334,252
2013,Ohio,Illinois,8183,1698
2013,Ohio,Indiana,9035,1923
2013,Ohio,Iowa,897,528
2013,Ohio,Kansas,1537,726
2013,Ohio,Kentucky,15754,2412
2013,Ohio,Louisiana,1365,817
2013,Ohio,Maine,1247,715
2013,Ohio,Maryland,2596,1056
2013,Ohio,Massachusetts,2863,983
2013,Ohio,Michigan,9599,1981
2013,Ohio,Minnesota,2164,853
2013,Ohio,Mississippi,1466,910
2013,Ohio,Missouri,2777,1342
2013,Ohio,Montana,331,307
2013,Ohio,Nevada,1722,1042
2013,Ohio,New Hampshire,413,369
2013,Ohio,New Jersey,1114,723
2013,Ohio,New Mexico,561,324
2013,Ohio,New York,8574,2495
2013,Ohio,North Carolina,8939,2359
2013,Ohio,North Dakota,316,326
2013,Ohio,Oklahoma,625,360
2013,Ohio,Oregon,482,369
2013,Ohio,Pennsylvania,11615,2006
2013,Ohio,Rhode Island,217,235
2013,Ohio,South Carolina,9940,3254
2013,Ohio,South Dakota,90,114
2013,Ohio,Tennessee,5035,1618
2013,Ohio,Texas,11290,2843
2013,Ohio,Utah,1770,1000
2013,Ohio,Vermont,455,385
2013,Ohio,Virginia,5821,1456
2013,Ohio,Washington,2774,1096
2013,Ohio,West Virginia,9284,2058
2013,Ohio,Wisconsin,3331,1271
2013,Ohio,Wyoming,149,208
